,Composer,Title,KeySignature,Duration,highestOffset,highestTimeD,Tempo,firstTimeSig,timeSigChanges,noteCount,keySigChanges
313,Bach,bwv40.6.mxl,2,64.0,60.0,64.0,64.0,1.0,1,250,2
314,Bach,bwv40.8.mxl,16,80.0,76.0,80.0,80.0,1.0,1,358,2
315,Bach,bwv400.mxl,8,54.0,51.0,54.0,54.0,0.75,1,181,1
316,Bach,bwv401.mxl,2,44.0,41.0,44.0,44.0,1.0,1,214,1
317,Bach,bwv402.mxl,8,72.0,69.0,72.0,72.0,1.0,1,355,1
318,Bach,bwv403.mxl,4,63.0,60.0,63.0,63.0,0.75,1,243,2
319,Bach,bwv404.mxl,1,33.0,29.0,33.0,33.0,1.0,1,137,2
320,Bach,bwv405.mxl,2,44.0,40.0,44.0,44.0,1.0,1,186,2
321,Bach,bwv406.mxl,2,44.0,40.0,44.0,44.0,1.0,1,202,2
322,Bach,bwv407.mxl,4,108.0,104.0,108.0,108.0,1.0,1,390,1
323,Bach,bwv408.mxl,4,48.0,44.0,48.0,48.0,1.0,1,193,2
324,Bach,bwv409.mxl,8,44.0,40.0,44.0,44.0,1.0,1,177,1
325,Bach,bwv41.6.mxl,1,124.0,121.0,124.0,124.0,1.0,2,898,2
326,Bach,bwv410.mxl,4,56.0,52.0,56.0,56.0,1.0,1,233,2
327,Bach,bwv411.mxl,2,52.0,48.0,52.0,52.0,1.0,1,258,1
328,Bach,bwv412.mxl,4,60.0,57.0,60.0,60.0,1.0,1,268,2
329,Bach,bwv413.mxl,2,96.0,93.0,96.0,96.0,0.75,1,391,2
330,Bach,bwv414.mxl,2,40.0,37.0,40.0,40.0,1.0,1,162,1
331,Bach,bwv415.mxl,4,48.0,45.0,48.0,48.0,1.0,1,213,1
332,Bach,bwv416.mxl,2,48.0,45.0,48.0,48.0,1.0,1,217,2
333,Bach,bwv417.mxl,4,48.0,45.0,48.0,48.0,1.0,1,238,2
334,Bach,bwv418.mxl,1,64.0,61.0,64.0,64.0,1.0,1,276,2
335,Bach,bwv419.mxl,1,48.0,45.0,48.0,48.0,1.0,1,207,2
336,Bach,bwv42.7.mxl,8,108.0,105.0,108.0,108.0,1.0,1,472,2
337,Bach,bwv420.mxl,1,40.0,37.0,40.0,40.0,1.0,1,200,2
338,Bach,bwv421.mxl,1,40.0,37.0,40.0,40.0,1.0,1,180,2
339,Bach,bwv422.mxl,1,52.0,48.0,52.0,52.0,1.0,1,220,2
340,Bach,bwv423.mxl,4,64.0,60.0,64.0,64.0,1.0,1,292,2
341,Bach,bwv424.mxl,1,40.0,36.0,40.0,40.0,1.0,1,154,2
342,Bach,bwv425.mxl,2,101.0,97.0,101.0,101.0,1.0,1,552,2
343,Bach,bwv426.mxl,2,64.0,60.0,64.0,64.0,1.0,1,286,2
344,Bach,bwv427.mxl,8,56.0,53.0,56.0,56.0,1.0,1,222,1
345,Bach,bwv428.mxl,2,60.0,57.0,60.0,60.0,1.0,1,278,1
346,Bach,bwv429.mxl,8,60.0,57.0,60.0,60.0,1.0,1,289,1
347,Bach,bwv43.11.mxl,2,66.0,63.0,66.0,66.0,0.75,1,195,1
348,Bach,bwv430.mxl,8,60.0,57.0,60.0,60.0,1.0,1,302,1
349,Bach,bwv431.mxl,2,36.0,33.0,36.0,36.0,1.0,1,179,1
350,Bach,bwv432.mxl,2,32.0,29.0,32.0,32.0,1.0,1,177,1
351,Bach,bwv433.mxl,2,84.0,80.0,84.0,84.0,1.0,1,342,1
352,Bach,bwv434.mxl,1,36.0,33.0,36.0,36.0,1.0,1,172,2
353,Bach,bwv435.mxl,2,44.0,41.0,44.0,44.0,1.0,1,221,2
354,Bach,bwv436.mxl,16,56.0,53.0,56.0,56.0,1.0,1,227,1
355,Bach,bwv437.mxl,2,128.0,124.0,128.0,128.0,1.0,1,637,2
356,Bach,bwv438.mxl,2,32.0,29.0,32.0,32.0,1.0,1,162,1
357,Bach,bwv44.7.mxl,4,48.0,45.0,48.0,48.0,1.0,1,208,1
358,Bach,bwv45.7.mxl,16,64.0,61.0,64.0,64.0,1.0,1,259,1
359,Bach,bwv46.6.mxl,4,73.0,69.0,73.0,73.0,1.0,1,266,1
360,Bach,bwv47.5.mxl,4,40.0,37.0,40.0,40.0,1.0,1,183,2
361,Bach,bwv48.3.mxl,4,41.0,38.0,41.0,41.0,1.0,1,164,1
362,Bach,bwv48.7.mxl,4,44.0,41.0,44.0,44.0,1.0,1,202,2
363,Bach,bwv5.7.mxl,4,48.0,45.0,48.0,48.0,1.0,1,198,2
364,Bach,bwv52.6.mxl,2,56.0,53.0,56.0,56.0,1.0,1,350,1
365,Bach,bwv55.5.mxl,4,48.0,44.0,48.0,48.0,1.0,1,209,1
366,Bach,bwv56.5.mxl,8,52.0,48.0,52.0,52.0,1.0,1,182,2
367,Bach,bwv57.8.mxl,4,39.0,36.0,39.0,39.0,0.75,1,158,1
368,Bach,bwv59.3.mxl,2,112.0,109.0,112.0,112.0,1.0,1,767,1
369,Bach,bwv6.6.mxl,4,33.0,29.0,33.0,33.0,1.0,1,164,2
370,Bach,bwv60.5.mxl,16,80.0,76.0,80.0,80.0,1.0,1,310,1
371,Bach,bwv62.6.mxl,4,32.0,29.0,32.0,32.0,1.0,1,182,2
372,Bach,bwv64.2.mxl,2,41.0,37.0,41.0,41.0,1.0,1,179,2
373,Bach,bwv64.4.mxl,4,64.0,61.0,64.0,64.0,1.0,1,253,1
374,Bach,bwv64.8.mxl,2,52.0,48.0,52.0,52.0,1.0,1,188,2
375,Bach,bwv65.2.mxl,1,48.0,46.0,48.0,48.0,0.75,1,148,2
376,Bach,bwv65.7.mxl,1,56.0,53.0,56.0,56.0,1.0,1,253,2
377,Bach,bwv66.6.mxl,8,36.0,33.0,36.0,36.0,1.0,1,165,1
378,Bach,bwv67.4.xml,8,54.0,52.0,54.0,54.0,0.75,1,173,1
379,Bach,bwv67.7.mxl,8,36.0,33.0,36.0,36.0,1.0,1,132,1
380,Bach,bwv69.6-a.mxl,2,40.0,37.0,40.0,40.0,1.0,1,170,1
381,Bach,bwv69.6.xml,4,92.0,89.0,92.0,92.0,1.0,1,716,1
382,Bach,bwv7.7.mxl,2,72.0,69.0,72.0,72.0,1.0,1,354,1
383,Bach,bwv70.11.mxl,1,52.0,48.0,52.0,52.0,1.0,1,400,2
384,Bach,bwv70.7.mxl,2,102.0,99.0,102.0,102.0,0.75,1,276,1
385,Bach,bwv72.6.mxl,1,76.0,73.0,76.0,76.0,1.0,1,327,1
386,Bach,bwv73.5.mxl,8,48.0,45.0,48.0,48.0,1.0,1,179,2
387,Bach,bwv74.8.mxl,1,52.0,49.0,52.0,52.0,1.0,1,257,2
388,Bach,bwv77.6.mxl,4,48.0,45.0,48.0,48.0,1.0,1,191,2
389,Bach,bwv78.7.mxl,4,64.0,60.0,64.0,64.0,1.0,1,282,2
390,Bach,bwv79.3.mxl,2,248.0,244.0,248.0,248.0,1.0,1,1565,1
391,Bach,bwv79.6.mxl,2,48.0,46.0,48.0,48.0,0.75,1,248,1
392,Bach,bwv8.6.mxl,32,64.0,60.0,64.0,64.0,1.0,1,340,1
393,Bach,bwv80.8.mxl,4,48.0,45.0,48.0,48.0,1.0,1,249,1
394,Bach,bwv81.7.mxl,2,52.0,48.0,52.0,52.0,1.0,1,195,2
395,Bach,bwv83.5.mxl,2,48.0,45.0,48.0,48.0,1.0,1,203,2
396,Bach,bwv84.5.mxl,4,36.0,33.0,36.0,36.0,1.0,1,149,2
397,Bach,bwv846.mxl,1,136.0,132.0,136.0,136.0,1.0,1,726,1
398,Bach,bwv85.6.mxl,8,56.0,53.0,56.0,56.0,1.0,1,291,2
399,Bach,bwv86.6.mxl,16,40.0,37.0,40.0,40.0,1.0,1,186,1
400,Bach,bwv87.7.mxl,2,52.0,48.0,52.0,52.0,1.0,1,220,2
401,Bach,bwv88.7.mxl,4,36.0,33.0,36.0,36.0,1.0,1,165,2
402,Bach,bwv89.6.mxl,4,48.0,45.0,48.0,48.0,1.0,1,193,2
403,Bach,bwv9.7.mxl,16,40.0,37.0,40.0,40.0,1.0,1,214,1
404,Bach,bwv90.5.mxl,2,48.0,45.0,48.0,48.0,1.0,1,234,2
405,Bach,bwv91.6.mxl,2,40.0,37.0,40.0,40.0,1.0,1,349,1
406,Bach,bwv92.9.mxl,4,76.0,73.0,76.0,76.0,1.0,1,323,1
407,Bach,bwv93.7.mxl,8,60.0,57.0,60.0,60.0,1.0,1,232,1
408,Bach,bwv94.8.mxl,4,64.0,61.0,64.0,64.0,1.0,1,239,1
409,Bach,bwv95.7.mxl,2,60.0,57.0,60.0,60.0,1.0,1,355,1
410,Bach,bwv96.6.mxl,2,40.0,37.0,40.0,40.0,1.0,1,156,2
411,Bach,bwv97.9.mxl,4,48.0,45.0,48.0,48.0,1.0,1,400,1
412,Bach,bwv99.6.mxl,2,56.0,53.0,56.0,56.0,1.0,1,273,1
413,Bach,riemenschneider001.rntxt,2,64.0,61.0,64.0,64.0,0.75,1,60,1
414,Bach,riemenschneider002.rntxt,8,53.0,49.0,53.0,53.0,1.0,1,56,1
415,Bach,riemenschneider003.rntxt,1,41.0,37.0,41.0,41.0,1.0,1,46,1
416,Bach,riemenschneider004.rntxt,16,41.0,37.0,41.0,41.0,1.0,1,45,1
417,Bach,riemenschneider005.rntxt,2,69.0,65.0,69.0,69.0,1.0,1,75,1
418,Bach,riemenschneider006.rntxt,2,33.0,29.0,33.0,33.0,1.0,1,29,1
419,Bach,riemenschneider007.rntxt,8,112.0,109.0,112.0,112.0,0.75,1,89,1
420,Bach,riemenschneider008.rntxt,16,80.0,76.0,80.0,80.0,1.0,1,72,1
421,Bach,riemenschneider009.rntxt,2,49.0,45.0,49.0,49.0,1.0,1,56,1
422,Bach,riemenschneider010.rntxt,1,52.0,48.0,52.0,52.0,1.0,1,45,1
423,Bach,riemenschneider011.rntxt,1,113.0,109.0,113.0,113.0,1.0,2,91,1
424,Bach,riemenschneider012.rntxt,1,49.0,46.0,49.0,49.0,0.75,1,40,1
425,Bach,riemenschneider013.rntxt,1,65.0,61.0,65.0,65.0,1.0,1,64,1
426,Bach,riemenschneider014.rntxt,2,57.0,53.0,57.0,57.0,1.0,1,59,1
427,Bach,riemenschneider015.rntxt,2,49.0,45.0,49.0,49.0,1.0,1,60,1
428,Bach,riemenschneider016.rntxt,4,69.0,65.0,69.0,69.0,1.0,1,71,1
429,Bach,riemenschneider017.rntxt,2,54.0,51.0,54.0,54.0,0.75,1,46,1
430,Bach,riemenschneider018.rntxt,2,52.0,48.0,52.0,52.0,1.0,1,50,1
431,Bach,riemenschneider019.rntxt,4,37.0,33.0,37.0,37.0,1.0,1,45,1
432,Bach,riemenschneider020.rntxt,4,49.0,45.0,49.0,49.0,1.0,1,56,1
433,Beethoven,opus132.mxl,1,3628.0,3625.0,3628.0,3628.0,1.0,4,19340,6
434,Beethoven,opus133.mxl,4,34880.07142857143,2511.2265625,2514.2265625,2514.2265625,0.75,3,14858,6
435,Beethoven,movement1.krn,2,939.0,936.0,939.0,939.0,0.75,1,4588,1
436,Beethoven,movement1.mxl,2,943.1666666666666,936.125,939.125,939.125,0.75,1,4588,1
437,Beethoven,movement2.krn,2,495.0,490.5,495.0,495.0,1.125,1,3544,1
438,Beethoven,movement2.mxl,2,493.5,489.0,493.5,494.75,1.125,1,3519,1
439,Beethoven,movement3.krn,2,435.0,432.0,435.0,435.0,0.75,1,1500,1
440,Beethoven,movement3.mxl,2,433.0,430.0,433.0,435.0,0.75,1,1500,1
441,Beethoven,movement4.krn,2,762.0,760.0,762.0,762.0,0.5,1,6322,1
442,Beethoven,movement4.mxl,2,762.0,760.0,762.0,797.5,0.5,1,6339,1
443,Beethoven,opus18no3.mxl,4,3003.0,3001.0,3003.0,3003.0,1.0,4,14045,3
444,Beethoven,opus18no4.mxl,8,2446.0,2443.0,2446.0,2446.0,1.0,4,13074,3
445,Beethoven,opus18no5.mxl,8,2493.0,2490.5,2493.0,2493.0,0.75,4,12507,2
446,Beethoven,movement1.mxl,2,943.1666666666666,936.125,939.125,939.125,0.75,1,4588,1
447,Beethoven,movement2.mxl,2,493.5,489.0,493.5,494.75,1.125,1,3519,1
448,Beethoven,movement3.mxl,2,433.0,430.0,433.0,435.0,0.75,1,1500,1
449,Beethoven,movement4.mxl,2,762.0,760.0,762.0,797.5,0.5,1,6339,1
450,Beethoven,movement1.mxl,2,943.1666666666666,936.125,939.125,939.125,0.75,1,4588,1
451,Beethoven,movement2.mxl,2,493.5,489.0,493.5,494.75,1.125,1,3519,1
452,Beethoven,movement3.mxl,2,433.0,430.0,433.0,435.0,0.75,1,1500,1
453,Beethoven,movement4.mxl,2,762.0,760.0,762.0,797.5,0.5,1,6339,1
454,Beethoven,movement1.mxl,2,943.1666666666666,936.125,939.125,939.125,0.75,1,4588,1
455,Beethoven,movement2.mxl,2,493.5,489.0,493.5,494.75,1.125,1,3519,1
456,Beethoven,movement3.mxl,2,433.0,430.0,433.0,435.0,0.75,1,1500,1
457,Beethoven,movement4.mxl,2,762.0,760.0,762.0,797.5,0.5,1,6339,1
458,Beethoven,opus74.mxl,8,3095.0,3094.0,3095.0,3095.0,1.0,4,16753,4
459,Chopin,mazurka06-2.krn,16,216.0,213.0,216.0,216.0,0.75,1,599,2
460,Corelli,1grave.xml,2,76.0,72.0,76.0,76.0,1.0,1,259,1
461,Handel,Lascia_chio_pianga.mxl,4,174.0,171.0,174.0,174.0,1.0,2,578,2
462,Haydn,movement1.mxl,2,943.1666666666666,936.125,939.125,939.125,0.75,1,4588,1
463,Haydn,movement2.mxl,2,493.5,489.0,493.5,494.75,1.125,1,3519,1
464,Haydn,movement3.mxl,2,433.0,430.0,433.0,435.0,0.75,1,1500,1
465,Haydn,movement4.mxl,2,762.0,760.0,762.0,797.5,0.5,1,6339,1
466,Haydn,movement5.mxl,4,136.0,134.0,136.0,136.0,0.5,1,971,1
467,Haydn,movement1.mxl,2,943.1666666666666,936.125,939.125,939.125,0.75,1,4588,1
468,Haydn,movement2.mxl,2,493.5,489.0,493.5,494.75,1.125,1,3519,1
469,Haydn,movement3.mxl,2,433.0,430.0,433.0,435.0,0.75,1,1500,1
470,Haydn,movement4.mxl,2,762.0,760.0,762.0,797.5,0.5,1,6339,1
471,Mozart,movement1.mxl,2,943.1666666666666,936.125,939.125,939.125,0.75,1,4588,1
472,Mozart,movement2.mxl,2,493.5,489.0,493.5,494.75,1.125,1,3519,1
473,Mozart,movement3.mxl,2,433.0,430.0,433.0,435.0,0.75,1,1500,1
474,Mozart,movement1.mxl,2,943.1666666666666,936.125,939.125,939.125,0.75,1,4588,1
475,Mozart,movement2.mxl,2,493.5,489.0,493.5,494.75,1.125,1,3519,1
476,Mozart,movement3.mxl,2,433.0,430.0,433.0,435.0,0.75,1,1500,1
477,Mozart,movement4.mxl,2,762.0,760.0,762.0,797.5,0.5,1,6339,1
478,Mozart,movement1.mxl,2,943.1666666666666,936.125,939.125,939.125,0.75,1,4588,1
479,Mozart,movement2.mxl,2,493.5,489.0,493.5,494.75,1.125,1,3519,1
480,Mozart,movement3.mxl,2,433.0,430.0,433.0,435.0,0.75,1,1500,1
481,Mozart,movement4.mxl,2,762.0,760.0,762.0,797.5,0.5,1,6339,1
482,Mozart,movement1_exposition.mxl,1,48.0,44.0,48.0,48.0,1.0,1,193,1
483,Mozart,movement1.mxl,2,943.1666666666666,936.125,939.125,939.125,0.75,1,4588,1
484,Mozart,movement2.mxl,2,493.5,489.0,493.5,494.75,1.125,1,3519,1
485,Mozart,movement3.mxl,2,433.0,430.0,433.0,435.0,0.75,1,1500,1
486,Mozart,movement4.mxl,2,762.0,760.0,762.0,797.5,0.5,1,6339,1
487,Schoenberg,movement2.mxl,2,493.5,489.0,493.5,494.75,1.125,1,3519,1
488,Schoenberg,movement6.mxl,2,37.0,33.0,37.0,37.0,1.0,1,77,1
489,Schubert,Lindenbaum.xml,16,246.0,243.0,246.0,246.0,0.75,1,1439,2
490,Schumann,dichterliebe_no2.xml,8,36.75,32.75,33.75,33.75,0.5,1,206,1
491,Schumann,movement1.mxl,2,943.1666666666666,936.125,939.125,939.125,0.75,1,4588,1
492,Schumann,movement2.mxl,2,493.5,489.0,493.5,494.75,1.125,1,3519,1
493,Schumann,movement3.mxl,2,433.0,430.0,433.0,435.0,0.75,1,1500,1
494,Schumann,movement4.xml,2,351.75,344.75,348.75,348.75,1.0,1,1844,1
495,Schumann,movement5.mxl,4,136.0,134.0,136.0,136.0,0.5,1,971,1
496,Schumann,opus48no2.mxl,8,36.75,32.75,33.75,33.75,0.5,1,206,1
497,Verdi,laDonnaEMobile.mxl,4,52.5,51.0,52.5,52.5,0.375,1,285,1
498,Weber,concertino_clarinet.mxl,8,10645363.25,829.1064453125,832.1064453125,841.125,0.75,3,3826,2
499,Palestrina,Agnus.krn,2,360.0,352.0,360.0,360.0,2.0,1,587,1
500,Palestrina,Agnus_00.krn,1,376.0,368.0,376.0,376.0,2.0,1,627,1
501,Palestrina,Agnus_01.krn,1,288.0,280.0,288.0,288.0,2.0,1,513,1
502,Palestrina,Agnus_02.krn,4,400.0,392.0,400.0,400.0,2.0,1,1065,1
503,Palestrina,Agnus_03.krn,2,256.0,248.0,256.0,256.0,2.0,1,373,1
504,Palestrina,Agnus_04.krn,1,336.0,328.0,336.0,336.0,2.0,1,742,1
505,Palestrina,Agnus_05.krn,1,352.0,344.0,352.0,352.0,2.0,1,600,1
506,Palestrina,Agnus_06.krn,1,352.0,344.0,352.0,352.0,2.0,1,545,1
507,Palestrina,Agnus_07.krn,2,320.0,312.0,320.0,320.0,2.0,1,525,1
508,Palestrina,Agnus_08.krn,1,352.0,344.0,352.0,352.0,2.0,1,464,1
509,Palestrina,Agnus_09.krn,1,352.0,344.0,352.0,352.0,2.0,1,709,1
510,Palestrina,Agnus_10.krn,1,336.0,328.0,336.0,336.0,2.0,1,579,1
511,Palestrina,Agnus_11.krn,2,312.0,304.0,312.0,312.0,2.0,1,503,1
512,Palestrina,Agnus_12.krn,1,384.0,376.0,384.0,384.0,2.0,1,642,1
513,Palestrina,Agnus_13.krn,2,288.0,280.0,288.0,288.0,2.0,1,504,1
514,Palestrina,Agnus_14.krn,2,344.0,336.0,344.0,344.0,2.0,1,616,1
515,Palestrina,Agnus_15.krn,4,336.0,328.0,336.0,336.0,2.0,1,583,1
516,Palestrina,Agnus_16.krn,4,320.0,312.0,320.0,320.0,2.0,1,573,1
517,Palestrina,Agnus_17.krn,4,296.0,288.0,296.0,296.0,2.0,1,533,1
518,Palestrina,Agnus_I.krn,1,368.0,360.0,368.0,368.0,2.0,1,628,1
519,Palestrina,Agnus_II.krn,2,480.0,472.0,480.0,480.0,2.0,1,925,1
520,Palestrina,Agnus_III_00.krn,2,272.0,264.0,272.0,272.0,2.0,1,379,1
521,Palestrina,Agnus_III_a.krn,1,180.0,176.0,180.0,180.0,1.0,1,278,1
522,Palestrina,Agnus_III_b.krn,1,224.0,216.0,224.0,224.0,2.0,1,328,1
523,Palestrina,Agnus_II_00.krn,1,312.0,304.0,312.0,312.0,2.0,1,523,1
524,Palestrina,Agnus_II_01.krn,2,344.0,336.0,344.0,344.0,2.0,1,586,1
525,Palestrina,Agnus_II_02.krn,2,344.0,336.0,344.0,344.0,2.0,1,741,1
526,Palestrina,Agnus_II_03_a.krn,1,216.0,208.0,216.0,216.0,2.0,1,364,1
527,Palestrina,Agnus_II_03_b.krn,1,102.0,96.0,102.0,102.0,1.5,1,219,1
528,Palestrina,Agnus_II_04.krn,2,464.0,456.0,464.0,464.0,2.0,1,890,1
529,Palestrina,Agnus_II_05.krn,2,392.0,384.0,392.0,392.0,2.0,1,811,1
530,Palestrina,Agnus_II_06.krn,2,344.0,336.0,344.0,344.0,2.0,1,595,1
531,Palestrina,Agnus_II_07.krn,2,392.0,384.0,392.0,392.0,2.0,1,981,1
532,Palestrina,Agnus_II_08.krn,1,304.0,296.0,304.0,304.0,2.0,1,480,1
533,Palestrina,Agnus_II_09.krn,1,344.0,336.0,344.0,344.0,2.0,1,668,1
534,Palestrina,Agnus_II_10_a.krn,1,228.0,222.0,228.0,228.0,1.5,1,556,1
535,Palestrina,Agnus_II_10_b.krn,2,96.0,88.0,96.0,96.0,2.0,1,206,1
536,Palestrina,Agnus_II_11.krn,2,456.0,448.0,456.0,456.0,2.0,1,752,1
537,Palestrina,Agnus_II_12_a.krn,2,288.0,282.0,288.0,288.0,1.5,1,896,1
538,Palestrina,Agnus_II_12_b.krn,4,48.0,40.0,48.0,48.0,2.0,1,90,1
539,Palestrina,Agnus_II_13.krn,2,368.0,360.0,368.0,368.0,2.0,1,585,1
540,Palestrina,Agnus_II_14.krn,2,368.0,360.0,368.0,368.0,2.0,1,674,1
541,Palestrina,Agnus_II_15.krn,1,384.0,376.0,384.0,384.0,2.0,1,663,1
542,Palestrina,Agnus_II_16.krn,2,376.0,368.0,376.0,376.0,2.0,1,695,1
543,Palestrina,Agnus_II_17_a.krn,1,240.0,232.0,240.0,240.0,2.0,1,425,1
544,Palestrina,Agnus_II_17_b.krn,1,132.0,126.0,132.0,132.0,1.5,1,246,1
545,Palestrina,Agnus_II_18.krn,1,360.0,352.0,360.0,360.0,2.0,1,730,1
546,Palestrina,Agnus_II_19.krn,2,344.0,336.0,344.0,344.0,2.0,1,790,1
547,Palestrina,Agnus_II_20.krn,2,296.0,288.0,296.0,296.0,2.0,1,540,1
548,Palestrina,Agnus_II_21.krn,1,344.0,336.0,344.0,344.0,2.0,1,742,1
549,Palestrina,Agnus_II_22.krn,1,440.0,432.0,440.0,440.0,2.0,1,760,1
550,Palestrina,Agnus_II_23.krn,2,288.0,280.0,288.0,288.0,2.0,1,501,1
551,Palestrina,Agnus_II_24.krn,2,392.0,384.0,392.0,392.0,2.0,1,770,1
552,Palestrina,Agnus_II_25.krn,2,416.0,408.0,416.0,416.0,2.0,1,792,1
553,Palestrina,Agnus_II_26.krn,1,416.0,408.0,416.0,416.0,2.0,1,765,1
554,Palestrina,Agnus_II_27.krn,1,424.0,416.0,424.0,424.0,2.0,1,825,1
555,Palestrina,Agnus_II_28.krn,2,288.0,280.0,288.0,288.0,2.0,1,516,1
556,Palestrina,Agnus_II_29.krn,2,296.0,288.0,296.0,296.0,2.0,1,604,1
557,Palestrina,Agnus_II_30.krn,4,384.0,376.0,384.0,384.0,2.0,1,675,1
558,Palestrina,Agnus_II_31.krn,1,216.0,208.0,216.0,216.0,2.0,1,299,1
559,Palestrina,Agnus_II_32.krn,2,304.0,296.0,304.0,304.0,2.0,1,610,1
560,Palestrina,Agnus_II_33.krn,1,344.0,336.0,344.0,344.0,2.0,1,665,1
561,Palestrina,Agnus_II_34.krn,1,344.0,336.0,344.0,344.0,2.0,1,717,1
562,Palestrina,Agnus_II_35.krn,1,304.0,296.0,304.0,304.0,2.0,1,563,1
563,Palestrina,Agnus_II_36.krn,2,368.0,360.0,368.0,368.0,2.0,1,766,1
564,Palestrina,Agnus_II_37.krn,2,368.0,360.0,368.0,368.0,2.0,1,721,1
565,Palestrina,Agnus_II_38.krn,2,352.0,344.0,352.0,352.0,2.0,1,659,1
566,Palestrina,Agnus_II_39.krn,1,440.0,432.0,440.0,440.0,2.0,1,851,1
567,Palestrina,Agnus_II_40.krn,4,352.0,344.0,352.0,352.0,2.0,1,710,1
568,Palestrina,Agnus_II_41.krn,4,328.0,320.0,328.0,328.0,2.0,1,568,1
569,Palestrina,Agnus_II_42.krn,4,488.0,480.0,488.0,488.0,2.0,1,984,1
570,Palestrina,Agnus_II_43.krn,1,352.0,344.0,352.0,352.0,2.0,1,577,1
571,Palestrina,Agnus_II_44.krn,4,320.0,312.0,320.0,320.0,2.0,1,760,1
572,Palestrina,Agnus_II_45.krn,1,304.0,296.0,304.0,304.0,2.0,1,519,1
573,Palestrina,Agnus_II_46.krn,1,416.0,408.0,416.0,416.0,2.0,1,646,1
574,Palestrina,Agnus_II_47.krn,2,392.0,384.0,392.0,392.0,2.0,1,791,1
575,Palestrina,Agnus_II_48.krn,1,352.0,344.0,352.0,352.0,2.0,1,655,1
576,Palestrina,Agnus_II_49.krn,1,368.0,360.0,368.0,368.0,2.0,1,708,1
577,Palestrina,Agnus_II_50.krn,1,480.0,472.0,480.0,480.0,2.0,1,891,1
578,Palestrina,Agnus_II_51.krn,1,496.0,488.0,496.0,496.0,2.0,1,1112,1
579,Palestrina,Agnus_II_52.krn,4,344.0,336.0,344.0,344.0,2.0,1,674,1
580,Palestrina,Agnus_II_53.krn,4,344.0,336.0,344.0,344.0,2.0,1,674,1
581,Palestrina,Agnus_II_54.krn,1,304.0,296.0,304.0,304.0,2.0,1,667,1
582,Palestrina,Agnus_II_55.krn,4,296.0,288.0,296.0,296.0,2.0,1,655,1
583,Palestrina,Agnus_II_56.krn,2,496.0,488.0,496.0,496.0,2.0,1,772,1
584,Palestrina,Agnus_II_57.krn,2,376.0,368.0,376.0,376.0,2.0,1,583,1
585,Palestrina,Agnus_II_58.krn,1,328.0,320.0,328.0,328.0,2.0,1,533,1
586,Palestrina,Agnus_II_59.krn,2,360.0,352.0,360.0,360.0,2.0,1,646,1
587,Palestrina,Agnus_II_60.krn,1,328.0,320.0,328.0,328.0,2.0,1,645,1
588,Palestrina,Agnus_II_61.krn,2,360.0,352.0,360.0,360.0,2.0,1,575,1
589,Palestrina,Agnus_II_62.krn,4,424.0,416.0,424.0,424.0,2.0,1,849,1
590,Palestrina,Agnus_II_63.krn,1,256.0,248.0,256.0,256.0,2.0,1,456,1
591,Palestrina,Agnus_II_64.krn,4,332.0,328.0,332.0,332.0,2.0,1,602,1
592,Palestrina,Agnus_II_65.krn,1,424.0,416.0,424.0,424.0,2.0,1,744,1
593,Palestrina,Agnus_II_66_a.krn,1,184.0,176.0,184.0,184.0,2.0,1,320,1
594,Palestrina,Agnus_II_66_b.krn,2,72.0,66.0,72.0,72.0,1.5,1,157,1
595,Palestrina,Agnus_II_66_c.krn,2,72.0,64.0,72.0,72.0,2.0,1,122,1
596,Palestrina,Agnus_II_67.krn,2,392.0,384.0,392.0,392.0,2.0,1,947,1
597,Palestrina,Agnus_II_68.krn,2,432.0,424.0,432.0,432.0,2.0,1,784,1
598,Palestrina,Agnus_II_69.krn,2,292.0,288.0,292.0,292.0,2.0,1,527,1
599,Palestrina,Agnus_II_70.krn,4,312.0,304.0,312.0,312.0,2.0,1,625,1
600,Palestrina,Agnus_II_71.krn,2,384.0,376.0,384.0,384.0,2.0,1,687,1
601,Palestrina,Agnus_II_72.krn,1,320.0,312.0,320.0,320.0,2.0,1,583,1
602,Palestrina,Agnus_II_73.krn,1,352.0,344.0,352.0,352.0,2.0,1,731,1
603,Palestrina,Agnus_II_74.krn,4,400.0,392.0,400.0,400.0,2.0,1,759,1
604,Palestrina,Agnus_II_75.krn,2,280.0,272.0,280.0,280.0,2.0,1,551,1
605,Palestrina,Agnus_II_76.krn,1,312.0,306.0,312.0,312.0,1.5,1,728,1
606,Palestrina,Agnus_II_77.krn,4,312.0,304.0,312.0,312.0,2.0,1,525,1
607,Palestrina,Agnus_II_78.krn,2,352.0,344.0,352.0,352.0,2.0,1,625,1
608,Palestrina,Agnus_II_79.krn,1,432.0,424.0,432.0,432.0,2.0,1,1020,1
609,Palestrina,Agnus_II_80.krn,1,344.0,336.0,344.0,344.0,2.0,1,587,1
610,Palestrina,Agnus_I_00.krn,1,248.0,240.0,248.0,248.0,2.0,1,353,1
611,Palestrina,Agnus_I_01.krn,2,280.0,272.0,280.0,280.0,2.0,1,423,1
612,Palestrina,Agnus_I_02.krn,2,288.0,280.0,288.0,288.0,2.0,1,603,1
613,Palestrina,Agnus_I_03.krn,1,288.0,280.0,288.0,288.0,2.0,1,517,1
